task_id	name	status	energy_consumption	CO2e	time	cpus	powerdraw_cpu	cpu_model	cpu_usage	requested_memory
727	SANGERTOL_TREEVAL:TREEVAL:LONGREAD_COVERAGE:BEDTOOLS_MERGE_MAX (ilLysCori70)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.608	6.0 GB
726	SANGERTOL_TREEVAL:TREEVAL:LONGREAD_COVERAGE:BEDTOOLS_MERGE_MIN (ilLysCori70)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.428	6.0 GB
724	SANGERTOL_TREEVAL:TREEVAL:LONGREAD_COVERAGE:FINDHALFCOVERAGE (ilLysCori70)	COMPLETED	45.82 mWh	10.59 mg	7s	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.976	6.0 GB
725	SANGERTOL_TREEVAL:TREEVAL:LONGREAD_COVERAGE:BED2BW_LOG2 (ilLysCori70_1)	COMPLETED	88.2 mWh	20.38 mg	6s	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.987	20.0 GB
645	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:CRAM_FILTER_ALIGN_BWAMEM2_FIXMATE_SORT (ilLysCori70_1)	COMPLETED	388.01  Wh	89.68  g	57m 42s	16	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9875333333333333	130.0 GB
642	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:CRAM_FILTER_ALIGN_BWAMEM2_FIXMATE_SORT (ilLysCori70_1)	COMPLETED	378.36  Wh	87.45  g	57m 54s	16	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.952	130.0 GB
633	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:CRAM_FILTER_ALIGN_BWAMEM2_FIXMATE_SORT (ilLysCori70_1)	COMPLETED	390.33  Wh	90.21  g	58m 41s	16	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.973857142857143	130.0 GB
628	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:CRAM_FILTER_ALIGN_BWAMEM2_FIXMATE_SORT (ilLysCori70_1)	COMPLETED	355.53  Wh	82.17  g	52m 49s	16	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9888	130.0 GB
650	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:CRAM_FILTER_ALIGN_BWAMEM2_FIXMATE_SORT (ilLysCori70_1)	COMPLETED	409.66  Wh	94.68  g	1h 2m 42s	16	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9518	130.0 GB
637	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:CRAM_FILTER_ALIGN_BWAMEM2_FIXMATE_SORT (ilLysCori70_1)	COMPLETED	363.49  Wh	84.01  g	54m 7s	16	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9860666666666666	130.0 GB
647	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:CRAM_FILTER_ALIGN_BWAMEM2_FIXMATE_SORT (ilLysCori70_1)	COMPLETED	420.65  Wh	97.22  g	1h 2m 44s	16	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9839333333333334	130.0 GB
640	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:CRAM_FILTER_ALIGN_BWAMEM2_FIXMATE_SORT (ilLysCori70_1)	COMPLETED	401.61  Wh	92.82  g	1h 0m 35s	16	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9696666666666667	130.0 GB
623	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:CRAM_FILTER_ALIGN_BWAMEM2_FIXMATE_SORT (ilLysCori70_1)	COMPLETED	406.31  Wh	93.91  g	1h 2m 35s	16	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9440666666666666	130.0 GB
641	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:CRAM_FILTER_ALIGN_BWAMEM2_FIXMATE_SORT (ilLysCori70_1)	COMPLETED	468.66  Wh	108.32  g	1h 10m 1s	16	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9817142857142858	130.0 GB
636	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:CRAM_FILTER_ALIGN_BWAMEM2_FIXMATE_SORT (ilLysCori70_1)	COMPLETED	391.74  Wh	90.54  g	1h 0m 17s	16	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9451999999999999	130.0 GB
728	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:SAMTOOLS_MERGE (ilLysCori70_1)	COMPLETED	564.1  Wh	130.37  g	1h 38m 14s	16	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9703999999999999	50.0 GB
730	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:PRETEXTMAP_STANDRD (ilLysCori70_1)	COMPLETED	248.0  Wh	57.32  g	59m 18s	16	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.7763333333333333	3.0 GB
732	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:SNAPSHOT_SRES (ilLysCori70_1)	COMPLETED	26.17 mWh	6.05 mg	5s	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.907	1.0 GB
733	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:PRETEXT_INGEST_SNDRD:PRETEXT_GRAPH (ilLysCori70_1)	COMPLETED	76.45 mWh	17.67 mg	22s	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.621	100.0 MB
731	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:PRETEXTMAP_HIGHRES (ilLysCori70_1)	COMPLETED	430.87  Wh	99.58  g	1h 17m 39s	20	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.8039999999999999	16.0 GB
734	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:PRETEXT_INGEST_HIRES:PRETEXT_GRAPH (ilLysCori70_1)	COMPLETED	74.81 mWh	17.29 mg	33s	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.40399999999999997	100.0 MB
729	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:SAMTOOLS_MARKDUP (ilLysCori70_1)	COMPLETED	602.44  Wh	139.24  g	2h 2m 34s	12	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9486	100.0 GB
735	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:BAMTOBED_SORT (ilLysCori70_1)	COMPLETED	2.73 KWh	630.84  g	9h 10m 12s	12	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.96	100.0 GB
736	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:GET_PAIRED_CONTACT_BED (ilLysCori70_1)	COMPLETED	81.54  Wh	18.84  g	2h 46m 31s	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.5329999999999999	12.0 GB
737	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:COOLER_CLOAD (ilLysCori70_1)	COMPLETED	341.93  Wh	79.03  g	59m 1s	16	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.98	50.0 GB
739	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:COOLER_ZOOMIFY (ilLysCori70_1)	COMPLETED	149.77  Wh	34.61  g	32m 36s	12	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.94625	72.0 GB
738	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:JUICER_TOOLS_PRE (ilLysCori70_1)	COMPLETED	3.56 KWh	822.44  g	7h 48m 46s	20	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9697499999999999	100.0 GB
740	SANGERTOL_TREEVAL:TREEVAL:CUSTOM_DUMPSOFTWAREVERSIONS (1)	COMPLETED	1.57 mWh	362.3 ug	315.0ms	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.6940000000000001	6.0 GB
